Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc
290,2,0.97,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",1 violation principle 2 2 persistence claim sukajaya transmigration village still demanding rights due illegal operation land still certificates evidence ownership land compensations paid people kinjil village takes 2 years claim kinjil village using land proper consultation compensation previously promised people develop plantation land already agreed certain scale fulfil promise 2 violation principle 6 6 10 6 11 complete comprehensive information people engage partnership scheme understanding promise implementing 50 50 partnership scheme clarity balance credit plantation incentive payment sisa hasil kebun registered name bank name members 6 13 criminalization gusti gelombang representative sukajaya sakabulin villages head cooperative kompak maju bersama 3 violation principle 5 7 destruction graves case handled bilaterally since 2014 escalated police came sawit watchs office arrest gusti gelombang office time,False,1,0,0,1,0,0,0,0.01,0.01,0.97,0.0,0.0,0.0
291,5,1.0,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",grievance filed mighty earth fangiono agro plantation deforestation march cargill engaged direct supplier clearing identified high carbon stock hcs areas fap ketapang hijau lestari credible hcs assessment verification visit planned cargill direct supplier,False,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0
292,2,0.88,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",yet paid compensation 78 ha land owned villagers,False,1,0,0,1,0,0,0,0.03,0.05,0.88,0.01,0.01,0.02
293,4,0.63,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",deforestation perkebunan nusantara 1 ptpn 1 tualang sawit subsidiary ptpn 1,False,1,0,0,0,0,1,0,0.02,0.14,0.04,0.13,0.63,0.04
294,2,0.37,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",june 15th 2021 forest peoples programme pusaka tuk indonesia walhi published titled demanding accountability listing case studies human rights abuses involving 10 operating indonesia,False,2,1,0,1,0,0,0,0.31,0.08,0.37,0.06,0.02,0.17
295,2,0.48,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",dispute regarding plasma cooperation local,False,2,0,0,1,0,0,1,0.11,0.11,0.48,0.08,0.03,0.2
296,3,0.33,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",grievance filed mighty earth mukti murdaya family shin yang regarding deforestation sandai makmur sawit sms metanik mill sarawak palms sdn bhd malaysia reckitt confirmed sourcing sms 2023 continues engage suppliers investigate connection deforestation metanik mill sarawak palms,False,2,0,1,0,1,0,0,0.04,0.26,0.14,0.33,0.07,0.16
297,3,0.85,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",greenpeace two andalan sukses makmur asmr subsidiary bumitama bumi sawit sejahtera bss subsidiary ioi clearing forest peatlands bumitama supplier gar foe released similar greenpeace final countdown 9 18 greenpeace dying cookie,False,1,0,0,0,1,0,0,0.01,0.03,0.02,0.85,0.02,0.07
298,3,0.55,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",western pacific oils claimed purchasing mb shortening moi foods moi foods clarified wpo supplier,False,1,0,0,0,1,0,0,0.05,0.08,0.06,0.55,0.08,0.18
299,1,0.77,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",ran ssnwas identified mill supplied collection point located village called le meudama referring pak mahmudin case related farm inside rawa singkil wildlife reserve showed ffb purchase receipt collected le meudama collection point shows collection point referring pak mahmudin case delivered ssn mill broker named cv mas,False,1,0,1,0,0,0,0,0.02,0.77,0.08,0.06,0.04,0.04
300,1,0.95,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",operating protected forest area license ministry forestry operating hgu,False,1,0,1,0,0,0,0,0.0,0.95,0.02,0.01,0.01,0.01
301,4,0.69,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",gar internal monitoring detected indications 944 ha peat development jan apr kumai sentosa central kalimantan ks owned managed gps,False,1,0,0,0,0,1,0,0.02,0.09,0.04,0.13,0.69,0.04
302,0,0.34,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",allegations human rights labor violations wilmar supply chain west sumatra indonesia forest peoples program november hershey monitored grievance acknowledged wilmar sustainability brief fires indonesia hershey closed case january 2021 continues monitor wilmar regarding fire hot spots,False,2,1,0,0,0,0,1,0.34,0.07,0.25,0.06,0.02,0.26
303,1,0.67,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",media reports apsl carried land clearing using fire involved hostage situation rokan hulu district riau province employees environment forestry ministry khlk abducted investigating 2015 forest fires,False,1,0,1,0,0,0,0,0.02,0.67,0.09,0.05,0.12,0.04
304,1,0.92,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",synopsis carrying illegal logging 540 ha kawasan budidaya kehutanan kabupaten kutai kertanegara planted land outside concession area planted land outside hgu remarks written member preliminary findings 4 june 2013 based evidence furnished box complaint legitimate refer rspo’s complaints process flow member since met 26 july 2013 relevant documents pertaining allegations made available investigation,False,1,0,1,0,0,0,0,0.01,0.92,0.03,0.02,0.01,0.01
305,0,0.59,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",public case released september 2018,False,1,1,0,0,0,0,0,0.59,0.04,0.13,0.04,0.02,0.17
306,0,0.73,"workers, labour, rights, union, labor, employment, members, forced, working, conditions",allegations human rights labor issues led suspending felda global ventures holdings certification processes hershey suspended fgv december 2018 maintained suspension despite temporarily lifting fgv working organizations like fair labor association improve labor practices address issues led u customs border protection withhold release order september january 2024 fgv reimbursing fees workers part efforts modify wro,False,1,1,0,0,0,0,0,0.73,0.03,0.09,0.03,0.01,0.11
307,3,0.54,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",non compliant products indo alam enter wilmar’s supply chain supplier teupin lada,False,1,0,0,0,1,0,0,0.05,0.08,0.06,0.54,0.08,0.19
308,5,0.91,"cargill, grievance, direct, deforestation, supplier, filed, allegations, suppliers, sourcing, raised",rainforest action network filed grievance surya panen subur ii november 2016 regarding deforestation concerns response cargill removed surya panen subur ii supply chain cargill indicated would discuss direct suppliers milestones required sps ii demonstrate compliance policy,False,1,0,0,0,0,0,1,0.01,0.01,0.02,0.04,0.01,0.91
309,2,0.49,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",fpp complaint alleging breaches principles criteria gar including hcv fpic smallholder schemes indonesian law kartika prima cipta kpc west kalimantan,False,2,0,1,1,0,0,0,0.05,0.23,0.49,0.08,0.03,0.11
310,4,0.89,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",deforestation case studies greenpeace final countdown,False,1,0,0,0,0,1,0,0.01,0.05,0.01,0.03,0.89,0.01
311,4,0.99,"deforestation, rapid, earth, mighty, response, concession, ha, gar, indications, cleared",mighty earth rapid response 18 9 ha deforestation occurred asj concession may 15 july 10 asj gar direct supplier gar sources parent e golden plantation,False,1,0,0,0,0,1,0,0.0,0.01,0.0,0.0,0.99,0.0
312,1,0.98,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",ran harita failed respect rights long isun say ldquo rdquo two proposed logging operations customary lands mahakam ulu district east kalimantan indonesia according ran harita controlling shares called bumitama agri limited timber called roda mas bumitama supplier gar,False,1,0,1,0,0,0,0,0.0,0.98,0.01,0.0,0.0,0.0
313,2,0.75,"land, communities, plasma, local, rights, hcv, process, complaint, plantation, dispute",allegations made relation modification property deeds remove areas identified government lands environmental protection zones lawsuit owners intimidate local people activities negative impact natural environment lead degradation deforestation,False,1,0,0,1,0,0,0,0.05,0.11,0.75,0.03,0.02,0.04
314,1,0.33,"area, forest, plantation, mill, land, river, plantations, 2013, gar, principle",grievance filed asm regarding deforestation occurred q2 q3 2022 confirmed starling satellite monitoring case connected border sungai jantui estate sje indonesia potential link reckitt supply chain currently verified investigation ongoing lead supplier using satellite monitoring shapefiles,False,2,0,1,0,1,0,0,0.04,0.33,0.15,0.28,0.07,0.13
315,3,0.44,"hershey, peatland, deforestation, development, suppliers, supplier, grievance, mighty, earth, forest",construction canal prepare deep forested peatland clearance sumatra jaya agro lestari sjal subsidiary gunas west kalimantan,False,2,0,0,0,1,1,0,0.03,0.12,0.06,0.44,0.27,0.08
